ident,latitude,longitude,name,city,state,num_runway_hard,num_runway_soft
NCAT,-19.9677543640137,-158.120056152344,Enua,"Atiu, Cook Is",,1,0
NCMR,-19.8425579071045,-157.703399658203,Mitiaro,,,1,0
NCRG,-21.2025756835938,-159.805694580078,Rarotonga Intl,Rarotonga I,,1,0
NTTB,-16.444372177124,-151.751266479492,Motu Mute,Bora Bora I,,1,0
NTTH,-16.6870555877686,-151.021728515625,Fare,Huahine I,,1,0
NTTR,-16.7229290008545,-151.465835571289,Uturoa,Raiatea I,,1,0
NTTU,-16.2423839569092,-151.833694458008,Tupai Airport,Faanui,,1,0
NTAR,-22.4336452484131,-151.360610961914,Rurutu,Rurutu Austral Is,,1,0
NZCI,-43.8119277954102,-176.465408325195,Chatham Is/Tuuta,Chatham Is,,1,0
POLI,70.4960479736328,-149.883331298828,Oliktok LRRS,Oliktok Point,Alaska,1,0
PAKU,70.3306884765625,-149.598068237305,Ugnu-Kuparuk,Kuparuk,Alaska,1,0
AK11,70.4015655517578,-148.681701660156,Point Mcintyre,Point Mcintyre,Alaska,1,0
PASC,70.1955337524414,-148.465850830078,Deadhorse,Deadhorse,Alaska,2,0
PAPU,70.2515182495117,-148.346664428711,Prudhoe Bay Airport,Prudhoe Bay,,1,0
PABU,70.1710891723633,-146.844390869141,Bullen Point Air Force Station,Kaktovik,Alaska,1,0
PABP,70.1374816894531,-147.030487060547,Badami,Deadhorse,Alaska,1,0
PAAD,70.1358642578125,-146.290954589844,Point Thomson Airstrip,,,1,0
RK1,69.6767425537109,-146.899322509766,Kavik Strip,,,0,1
FXM,70.1894454956055,-146.020614624023,Flaxman Island Airstrip,Prudhoe Bay,,1,0
PABA,70.1339874267578,-143.579940795898,Barter Island,Barter I Lrrs,Alaska,1,0
AK99,61.447322845459,-149.76008605957,Brown Low Point,Camden Bay,Alaska,0,1
CYDY,69.5962905883789,-140.173751831055,Dawson City Airport,Dawson City,,1,0
CYOC,67.5701065063477,-139.839950561523,Old Crow,Old Crow,Yukon Territory,0,1
CYFP,69.3332061767578,-138.718505859375,Fort Mcpherson Airport,Fort Mcpherson,,0,1
CYFF,68.9294586181641,-137.233963012695,Fort Mcpherson Airport,Fort Mcpherson,,1,0
CYKD,68.2233352661133,-135.005508422852,Aklavik,Aklavik,Northwest Territories,0,1
CYUB,69.4333801269531,-133.027191162109,Tuktoyaktuk,Tuktoyaktuk,Northwest Territories,0,1
CYEV,68.3037490844727,-133.483261108398,Zubko,Inuvik,Northwest Territories,1,0
PAWB,66.3622055053711,-147.406463623047,Beaver,Beaver,Alaska,0,1
SVS,66.0173416137695,-149.053359985352,Stevens Village,Stevens Village,Alaska,0,1
31AK,64.8346099853516,-147.4345703125,Dalrymple's,Fairbanks,Alaska,0,1
32AK,64.9097061157227,-147.907653808594,Hardrock Field,Fairbanks,Alaska,0,2
5AK3,64.7732543945313,-147.334060668945,Wrights,North Pole,Alaska,0,1
95Z,64.7587509155273,-147.392120361328,Bradley Sky Ranch,North Pole,Alaska,1,0
AK22,64.8219833374023,-147.525146484375,Lakloey Air Park,Fairbanks,Alaska,0,1
AK28,64.8135604858399,-147.921615600586,Chena Marina,Fairbanks,Alaska,0,1
MTF,64.8076248168945,-147.759338378906,Metro Fld,Fairbanks,Alaska,0,1
PAFA,64.8139038085938,-147.855407714844,Fairbanks Intl,Fairbanks,Alaska,3,0
PAFB,64.8366317749023,-147.616226196289,Ladd AAF,Ft Wainwright,Alaska,2,0
PANN,64.547966003418,-149.076080322266,Nenana Muni,Nenana,Alaska,1,1
2Z3,64.0421752929688,-148.862915039063,Eva Creek,Eva Creek,Alaska,0,1
PAST,63.3312377929687,-149.128448486328,Summit,Summit,Alaska,1,0
11Z,63.9105758666992,-149.023895263672,Lignite,Lignite,Alaska,0,1
15AK,63.3725852966309,-148.847579956055,Golden North Airfield,Cantwell,Alaska,2,0
AK06,63.6395797729492,-148.790725708008,Denali,Mckinley Park,Alaska,1,0
PAHV,63.8676109313965,-148.968872070313,Healy River,Healy,Alaska,1,0
PAIN,63.7323951721191,-148.91130065918,Mckinley Natl Park,Mckinley Park,Alaska,1,0
PATW,63.3910331726074,-148.956420898438,Cantwell,Cantwell,Alaska,0,1
2AK1,64.3637542724609,-147.365112304688,Blair Lake,Fairbanks /Ft Wainwright/,Alaska,0,1
2AK2,64.4505920410156,-147.564483642578,Clear Creek,Fairbanks /Ft Wainwright/,Alaska,1,0
AK32,64.1983108520508,-147.929458618164,Gold King Creek Air Force Station,Fairbanks,Alaska,0,1
AK7,64.1982574462891,-147.929092407227,Gold King Creek,,,0,1
0AK0,64.39208984375,-146.861709594727,Scotts,North Pole,Alaska,0,1
AK41,64.544059753418,-146.845626831055,Greg'n Sage,North Pole,Alaska,0,1
0Z2,63.1070938110352,-147.542419433594,Road Commission Nr 1,Denali,Alaska,0,1
HNE,61.9009094238281,-147.308898925781,Tahneta Pass,Tahneta Pass Lodge,Alaska,0,1
Z14,62.0662307739258,-146.459518432617,Tazlina,Tazlina,Alaska,1,0
5AK4,62.0327987670899,-146.674758911133,Snowshoe Lake Airport And Seaplane Base,Valdez,,0,1
05AK,61.6686935424805,-149.187194824219,Wasilla Creek Airpark,Palmer,Alaska,0,1
0AK1,61.616943359375,-149.321029663086,Anderson Lake,Wasilla,Alaska,1,0
10AK,61.5917739868164,-149.677734375,Hunt Strip,Wasilla,Alaska,0,2
13AK,61.6548233032227,-149.899429321289,Satterbergs,Houston,Alaska,0,1
14AK,61.6015205383301,-149.248199462891,Four Corners,Palmer,Alaska,1,0
16AK,61.5980682373047,-149.349884033203,Gattis Strip,Wasilla,Alaska,0,1
1AK7,61.250789642334,-149.301422119141,Hardee Field,Eagle River,Alaska,0,1
23AK,61.5940361022949,-149.310562133789,Yuknis,Wasilla,Alaska,0,1
2D3,61.6311454772949,-149.232131958008,Gooding Lake,Palmer,Alaska,1,0
34AK,61.6250152587891,-149.288558959961,Cardwell Strip,Palmer,Alaska,0,1
38AK,61.5594520568848,-149.70524597168,Mels,Wasilla,Alaska,0,1
39AK,61.5860290527344,-149.235916137695,Gilmore Strip,Palmer,Alaska,0,1
3AK2,61.6272811889648,-149.285705566406,Niklason Lake Estates,Palmer,Alaska,0,1
3AK6,61.5930519104004,-149.268127441406,B & B Boys Ranch,Palmer,Alaska,0,1
3AK8,61.6634521484375,-149.391571044922,Boisselle's Strip,Wasilla,Alaska,0,1
42AK,61.5682678222656,-149.48503112793,Wicker,Wasilla,Alaska,1,0
43AK,61.6009292602539,-149.578704833984,Kalmbach,Wasilla,Alaska,0,1
47AK,61.2923851013184,-149.531967163086,Highland,Eagle River,Alaska,0,1
4AK2,61.5578117370606,-149.423843383789,St John Homestead,Wasilla,Alaska,0,1
4AK6,61.6393394470215,-149.29167175293,Wolf Lake,Palmer,Alaska,2,0
55AK,61.4958724975586,-149.699020385742,Lawrence Airstrip,Wasilla,Alaska,1,0
56AK,61.575267791748,-149.607086181641,Bechtol Field,Wasilla,Alaska,0,1
58AK,61.5526695251465,-149.340118408203,Fairview East,Wasilla,Alaska,0,1
59AK,61.6318626403809,-149.340103149414,Penderosa,Wasilla,Alaska,1,0
5AK5,61.6572303771973,-149.460952758789,Todds Strip,Wasilla,Alaska,0,1
5AK6,61.5573539733887,-149.268173217773,Colberg,Palmer,Alaska,1,0
5AK8,61.6314697265625,-149.431991577148,Memory Lake,Wasilla,Alaska,1,0
5AK9,61.5492858886719,-149.186462402344,Grandview Subdivision,Palmer,Alaska,0,2
65AK,61.560359954834,-149.367599487305,Fairview Landing,Wasilla,Alaska,0,1
67AK,61.5346908569336,-149.670608520508,South Hollywood,Wasilla,Alaska,0,1
6AK7,61.5738792419434,-149.638870239258,Rainbow Heights Estates Airstrip,Wasilla,Alaska,0,1
6AK8,61.617504119873,-149.669769287109,Tulakes,Wasilla,Alaska,0,1
71AK,61.5278854370117,-149.496017456055,Bluff Park Farm,Wasilla,Alaska,0,1
77AK,61.5023307800293,-149.59391784668,Tidewater Bluffs,Wasilla,Alaska,0,1
7AK4,61.5415878295898,-149.460144042969,Jack Fish Landing,Wasilla,Alaska,0,1
7AK8,61.6215896606445,-149.61799621582,Hess,Wasilla,Alaska,0,1
87AK,61.6516799926758,-149.288467407227,Soloy Strip,Wasilla,Alaska,0,1
89AK,61.5592422485352,-149.70524597168,Lincoln Village Airpark,Wasilla,Alaska,1,0
8AK8,61.6303024291992,-149.682144165039,North Cubs Strip Airport,Wasilla,Alaska,1,0
9AK6,61.6242065429688,-149.647842407227,Leisurewood Airstrip Owners Assoc,Wasilla,Alaska,0,1
9AK7,61.5900192260742,-149.816177368164,Cubdivision,Big Lake,Alaska,0,1
A89,61.5009918212891,-149.639434814453,Settlers Bay Airstrip,Wasilla,Alaska,1,0
AK24,61.4180335998535,-149.439544677734,Hilltop,Chugiak,Alaska,1,0
AK25,61.6177253723145,-149.614517211914,Piper Landing,Wasilla,Alaska,0,1
AK27,61.6427459716797,-149.623840332031,Valley Flying Crown,Wasilla,Alaska,1,0
AK29,61.6126670837402,-149.85075378418,Reids Landing,Houston,Alaska,0,1
AK47,61.5858345031738,-149.56315612793,Shawn Field,Wasilla,Alaska,1,0
AK50,61.5546226501465,-149.141464233398,Sky Ranch At Pioneer Peak,Palmer,Alaska,1,0
AK63,61.5884895324707,-149.142486572266,Pat-Mar Strip,Palmer,Alaska,0,1
AK65,61.5980682373047,-149.349502563477,Green's Strip,Wasilla,Alaska,0,1
AK79,61.6393928527832,-149.291687011719,Hart Lake,Wasilla,Alaska,2,0
AK83,61.6249542236328,-149.610809326172,Gannon's Landing,Wasilla,Alaska,0,1
AK89,61.6561660766602,-149.885543823242,Black Spruce,Houston,Alaska,0,1
AK93,61.6551666259766,-149.272857666016,Grouse Ridge,Palmer,Alaska,1,0
AK95,61.5699691772461,-149.778564453125,Twin Lake,Big Lake,Alaska,0,1
PAGQ,61.5346603393555,-149.81282043457,Big Lake,Big Lake,Alaska,1,0
PAAQ,61.5943641662598,-149.089263916016,Palmer Buddy Woods Muni,Palmer,Alaska,2,0
PABV,61.4154205322266,-149.509185791016,Birchwood,Birchwood,Alaska,2,0
PAED,61.2510223388672,-149.804901123047,Elmendorf AFB,Anchorage,Alaska,2,0
PAFR,61.2658882141113,-149.653335571289,Bryant AHP,Bryant Ahp,Alaska,1,0
PAMR,61.2129173278809,-149.844818115234,Merrill Field,Anchorage,Alaska,3,0
PANC,61.174201965332,-149.997497558594,Ted Stevens Anchorage Intl,Anchorage,Alaska,3,0
PAWS,61.5716171264648,-149.540252685547,Wasilla,Wasilla,Alaska,1,0
Z40,61.3946228027344,-149.842590332031,Goose Bay,Goose Bay,Alaska,0,1
20AK,61.5045280456543,-149.89501953125,Owen Field,Big Lake,,0,1
48AK,61.7955932617187,-148.496490478516,Graham,Sutton/Chickaloon,Alaska,0,1
7AK9,61.6469917297363,-149.048187255859,Vinduska,Palmer,Alaska,1,0
A13,61.3412322998047,-148.998382568359,Bold,Anchorage,Alaska,0,1
AK1,61.5303230285645,-149.01741027832,Butte Mun,Palmer,Alaska,0,1
AK46,61.6288528442383,-149.04296875,Abi,Palmer,Alaska,0,1
AK53,61.5824546813965,-148.9970703125,Downwind Landing,Palmer,Alaska,0,1
AK59,61.7907257080078,-148.353118896484,King Ranch,Sutton,Alaska,0,1
AK66,61.4583015441895,-148.798233032227,Hunter Creek,Palmer,Alaska,1,0
AK88,61.6045455932617,-149.040298461914,Eagle Nest,Palmer,Alaska,0,1
5HO,60.9072608947754,-149.622924804688,Hope,Hope,Alaska,1,0
9AK5,61.1163558959961,-149.818557739258,Sky Harbor,Anchorage,Alaska,1,0
AK12,61.1064071655273,-149.864059448242,Flying Crown,Anchorage,Alaska,0,1
AK92,61.0796775817871,-149.827407836914,Rabbit Creek,Anchorage,Alaska,0,1
AQY,60.9690628051758,-149.11930847168,Girdwood,Girdwood,Alaska,1,0
CSR,61.1586761474609,-149.781066894531,Campbell,Anchorage,Alaska,1,0
JLA,60.4842338562012,-149.723297119141,Quartz Creek,Cooper Landing,Alaska,1,0
PAWR,60.7772636413574,-148.719421386719,Whittier,Whittier,Alaska,1,0
PASP,61.8113441467285,-147.508865356445,Sheep Mountain,Sheep Mountain,Alaska,0,1
PFCB,60.0786018371582,-147.994735717773,Chenega Bay,Chenega,Alaska,1,0
Z91,66.2744522094727,-145.818481445313,Birch Creek,Birch Creek,Alaska,1,0
PFYU,66.5719680786133,-145.248001098633,Fort Yukon,Ft Yukon,Alaska,1,0
PACI,66.6449356079102,-143.740188598633,Chalkyitsik,Chalkyitsik,Alaska,0,1
PACE,65.5739517211914,-144.780883789063,Central,Central,Alaska,0,1
CHP,65.4857711791992,-144.61083984375,Circle Hot Springs,Circle Hot Springs,Alaska,0,1
AK13,65.0521774291992,-146.045852661133,Chena Hot Springs,Chena Hot Springs,Alaska,0,1
PACR,65.8279113769531,-144.076187133789,Circle City (New),Circle,Alaska,1,0
L20,65.3120651245117,-143.133255004883,Coal Creek,Yukon Charley Rivers,Alaska,0,1
4AK8,61.5363159179688,-158.737365722656,Tetlin,Tetlin,Alaska,1,0
11AK,64.0019912719727,-145.504745483398,Delta Airmotive,Delta Junction,Alaska,0,2
9AK4,64.1371917724609,-145.830780029297,Arctic Angel,Delta Junction,Alaska,0,1
D66,64.0509490966797,-145.71858215332,Delta Junction,Delta Junction,Alaska,1,1
PABI,63.9944381713867,-145.719619750977,Allen AAF,Delta Junction/Ft Greely,Alaska,3,0
HKB,63.9957656860352,-144.692916870117,Healy Lake Airport,Deltana,,0,1
45AK,63.9462280273438,-145.423217773438,Cherokee,Delta Junction,Alaska,2,0
5BK,63.5333061218262,-145.860870361328,Black Rapids,Black Rapids,Alaska,0,1
AK77,63.9437370300293,-145.415390014648,All West,Delta Junction,Alaska,0,1
PADA,63.8598670959473,-145.098968505859,Deltana Airport,Deltana,,0,1
PFTO,63.3295288085938,-142.95378112793,Tok Junction,Tok,Alaska,1,0
8AK9,63.3082313537598,-143.014907836914,Tok 2,Tok,Alaska,0,1
PATJ,63.3036193847656,-143.001205444336,Tok,Tok,Alaska,0,1
TSG,63.3724937438965,-143.326324462891,Tanacross,Tanacross,Alaska,0,2
4AK5,62.990348815918,-144.476745605469,Mankomen Lake,Mankomen Lake,Alaska,0,1
PADB,62.6096115112305,-144.623657226563,Deltana Airport,Deltana,,0,1
3Z5,62.0615158081055,-145.425521850586,Brenwicks,Glennallen,Alaska,0,1
8AK1,62.2792472839356,-145.357223510742,Jacobus,Gulkana,Alaska,0,2
PAGK,62.1549835205078,-145.454437255859,Gulkana,Gulkana,Alaska,1,0
CZO,62.5617980957031,-144.673477172852,Chistochina,Chistochina,Alaska,0,1
Z93,61.9443168640137,-145.299942016602,Copper Center Nr2,Copper Center,Alaska,1,0
DDT,62.7246894836426,-143.920059204102,Duffys Tavern,Slana,Alaska,0,1
3T4,63.1343688964844,-142.521789550781,Tetlin,,,0,1
IBN,62.398250579834,-142.994934082031,Devils Mountain Lodge,Nabesna,Alaska,0,1
K55,61.177303314209,-145.686096191406,Thompson Pass,Thompson Pass,Alaska,1,0
CXC,61.5832595825195,-144.429779052734,Chitina,Chitina,Alaska,1,0
PACO,61.6605224609375,-145.181274414063,Cordova Airport,Cordova,,0,1
CKU,60.5436477661133,-145.725433349609,Cordova Mun,Cordova,Alaska,0,1
PACV,60.4904975891113,-145.477203369141,Merle K (Mudhole) Smith,Cordova,Alaska,2,0
AK97,60.4224891662598,-146.146209716797,Boswell Bay,Boswell Bay,Alaska,0,1
CYDI,66.809440612793,-141.64387512207,Dawson City Airport,Dawson City,,1,0
PAEG,64.7780838012695,-141.149398803711,Eagle,Eagle,Alaska,1,0
CKX,64.0666885375977,-141.951370239258,Chicken,Chicken,Alaska,0,1
BYA,64.0774917602539,-141.124252319336,Boundary,Boundary,Alaska,1,0
CYDT,64.4760971069336,-140.742263793945,Dawson City Airport,Dawson City,,0,1
CYDA,64.0422973632812,-139.130218505859,Dawson,Dawson,Yukon Territory,1,0
4Z5,62.0072746276856,-141.18180847168,Horsfeld,Horsfeld,Alaska,0,1
CYXQ,62.4103202819824,-140.868988037109,Beaver Creek,Beaver Creek,Yukon Territory,1,0
CYDB,61.370662689209,-139.039932250977,Burwash,Burwash,Yukon Territory,1,0
19AK,59.9660873413086,-141.660568237305,Icy Bay,Icy Bay,Alaska,1,0
0AA1,60.080753326416,-142.495300292969,Yakataga,Yakataga,Alaska,0,1
A67,59.414363861084,-139.033721923828,Harlequin Lake,Yakutat,Alaska,0,1
A68,59.5528717041016,-139.510223388672,Situk,Yakutat,Alaska,0,1
A70,59.4047050476074,-139.233032226563,Dangerous River,Yakutat,Alaska,0,1
PAYA,59.5032005310059,-139.661514282227,Yakutat,Yakutat,Alaska,2,0
CFQ6,62.8375434875488,-136.527969360352,Pelly Crossing,Pelly Crossing,Yukon Territory,0,1
CEX4,62.1108703613281,-136.181716918945,Carmacks,Carmacks,Yukon Territory,1,0
CYHQ,62.1077423095703,-136.303955078125,Haines Junction Airport,Haines Junction,,1,0
CFQ5,61.0296249389648,-138.40608215332,Silver City,Silver City,Yukon Territory,0,1
CYHT,60.7895889282227,-137.545639038086,Haines Junction,Haines Junction,Yukon Territory,1,0
CEK2,61.4864807128906,-135.777984619141,Braeburn,Braeburn,Yukon Territory,0,1
CFP8,60.8116264343262,-135.182205200195,Cousins,Whitehorse,Yukon Territory,0,1
CYXY,60.7115325927734,-135.067291259766,Whitehorse Intl,Whitehorse,Yukon Territory,3,0
A57,59.1992149353027,-138.445465087891,Alsek River,Yakutat,Alaska,0,1
A69,59.2494087219238,-138.503875732422,Tanis Mesa,Yakutat,Alaska,0,1
AK76,59.1263885498047,-138.408843994141,East Alsek River,Yakutat,Alaska,0,1
PAGY,59.4602355957031,-135.316909790039,Skagway,Skagway,Alaska,1,0
PAHN,59.2437858581543,-135.523483276367,Haines,Haines,Alaska,1,0
PAGS,58.4248390197754,-135.708755493164,Gustavus,Gustavus,Alaska,2,0
PAOH,58.0961151123047,-135.409744262695,Hoonah,Hoonah,Alaska,1,0
PASI,57.0471115112305,-135.361602783203,Sitka Rocky Gutierrez,Sitka,Alaska,1,0
CZFA,62.2075004577637,-133.373092651367,Faro,Faro,Yukon Territory,1,0
CFA4,60.1738090515137,-134.697250366211,Carcross,Carcross,Yukon Territory,1,0
CYSQ,59.5755805969238,-133.672378540039,Atlin,Atlin,British Columbia,1,0
PAJN,58.3549537658691,-134.576293945313,Juneau Intl,Juneau,Alaska,1,0
7AK2,58.1349296569824,-133.729110717773,Snettisham,Snettisham,Alaska,0,1
BD7,58.1952934265137,-132.325332641602,Muddy Lake,Muddy Lake,British Columbia,1,0
PAFE,56.9613227844238,-133.910308837891,Kake,Kake,Alaska,1,0
PAPG,56.8014869689941,-132.9462890625,Petersburg James A Johnson,Petersburg,Alaska,1,0
PAWG,56.4843215942383,-132.369934082031,Wrangell,Wrangell,Alaska,1,0
PAKW,55.5792465209961,-133.075973510742,Klawock,Klawock,Alaska,1,0
PAKE,56.2187957763672,-131.485046386719,Ketchikan Airport,Ketchikan,,1,0
PAKT,55.3555183410645,-131.713760375977,Ketchikan Intl,Ketchikan,Alaska,1,0
PANT,55.0427055358887,-131.570404052734,Annette Island,Annette Island,Alaska,2,0
CZMT,54.0271148681641,-132.125106811523,Masset,Masset,British Columbia,1,0
CYZP,53.254280090332,-131.813903808594,Sandspit,Sandspit,British Columbia,1,0
CYGH,66.2405090332031,-128.647552490234,Ft Good Hope,Ft Good Hope,Northwest Territories,0,1
CFT3,61.6914825439453,-130.773498535156,Finlayson Lake Airport,Watson Lake,,0,1
CYQH,60.1164207458496,-128.822418212891,Watson Lake,Watson Lake,Yukon Territory,1,0
CYDL,58.4223022460938,-130.031616210938,Dease Lake,Dease Lake,British Columbia,1,0
CBM5,57.9133567810059,-131.12727355957,Telegraph Creek,Telegraph Creek,British Columbia,0,1
CBU2,57.8484649658203,-129.985641479492,Iskut Village,Eddontenajon,British Columbia,0,1
CBW4,56.9668197631836,-130.249237060547,Bob Quinn Lake,Bob Quinn Lake,British Columbia,1,0
CYTC,55.2914276123047,-128.995895385742,Nass Camp Airstrip,Terrace,,1,0
CYSI,55.4670486450195,-127.701164245605,Private Airstrip,Smithers,,0,1
CYSO,55.1931419372559,-127.712661743164,Seeley Lake Field,Smithers,,0,1
CYSS,55.5358619689941,-127.866134643555,Witwer Airfield,Smithers,,0,1
CYPR,54.2859039306641,-130.444732666016,Prince Rupert,Prince Rupert,British Columbia,1,0
CBW2,54.1695899963379,-128.577697753906,Kitimat,Kitimat,British Columbia,1,0
CYXT,54.4659576416016,-128.581878662109,Terrace,Terrace,British Columbia,2,0
CBBC,52.185115814209,-128.156784057617,Bella Bella (Campbell I),Bella Bella,British Columbia,1,0
CYJQ,52.1368217468262,-128.056869506836,Bella Bella (Denny I),Bella Bella,British Columbia,1,0
CYVQ,65.2812805175781,-126.798484802246,Norman Wells,Norman Wells,Northwest Territories,1,0
CZFN,64.9097137451172,-125.56925201416,Tulita,Tulita,Northwest Territories,1,0
CBH4,61.5652465820313,-124.818534851074,Prairie Creek,Prairie Creek,Northwest Territories,0,1
CFP6,60.1247100830078,-124.050758361816,La Biche River,La Biche River,Yukon Territory,1,0
CBK7,58.8486213684082,-125.23804473877,Mile 422 (Alaska Highway),Toad River,British Columbia,0,1
CAJ9,57.4272575378418,-125.646614074707,Ft Ware,Ft Ware,British Columbia,0,1
CBF2,57.2716674804687,-125.451019287109,Finbow,Finbow,British Columbia,0,1
CAP6,56.791316986084,-124.898147583008,Ingenika,Ingenika,British Columbia,0,1
CBN9,56.9068412780762,-124.9658203125,Tsay Keh,Tsay Keh,British Columbia,0,1
CBT8,56.7242088317871,-125.116348266602,Swannell,Swannell,British Columbia,0,1
CBA9,56.2708587646484,-124.06371307373,Ospika,Ospika,British Columbia,0,1
CBW3,56.5221405029297,-124.470481872559,Fort Graham,Fort Graham,British Columbia,0,1
CBD5,55.1633033752441,-125.705772399902,Takla Narrows,Takla Narrows,British Columbia,0,1
CYGS,55.7675437927246,-124.692604064941,Burns Lake Airport,Burns Lake,,0,1
CAH5,55.1202774047852,-125.614700317383,Leo Creek,Leo Creek,British Columbia,1,0
CAM5,54.4405174255371,-126.78018951416,Houston,Houston,British Columbia,1,0
CYYD,54.8254661560059,-127.182899475098,Smithers,Smithers,British Columbia,1,0
CYPZ,54.3764381408691,-125.951370239258,Burns Lake,Burns Lake,British Columbia,1,0
CYJM,54.3975448608398,-124.263809204102,Perison,Ft St James,British Columbia,1,0
CBZ9,54.0144805908203,-124.771339416504,Fraser Lake,Fraser Lake,British Columbia,1,0
CAU4,54.048397064209,-124.013572692871,Vanderhoof,Vanderhoof,British Columbia,1,2
YRD,52.8242378234863,-126.964935302734,Dean River Airport,Houston,,0,1
CYBD,52.3875846862793,-126.595809936523,Bella Coola,Bella Coola,British Columbia,1,0
CAE4,53.0193061828613,-124.844314575195,Tsacha Lake,Tsacha Lake,British Columbia,0,1
CBT3,52.9708480834961,-125.02791595459,Pan Phillips,Tsetzi Lake,British Columbia,1,0
CAS2,53.0736618041992,-125.408828735352,Moose Lake (Lodge) Airport,Burns Lake,,0,1
CAJ4,52.4520835876465,-125.304420471191,Anahim Lake,Anahim Lake,British Columbia,1,0
CYPU,52.1129035949707,-124.144714355469,Puntzi Mountain,Puntzi Mountain,British Columbia,1,0
CYZT,50.6806755065918,-127.368217468262,Port Hardy,Port Hardy,British Columbia,3,0
CBX3,51.9572639465332,-124.885711669922,Chilanko Lodge,Kleena Kleene,British Columbia,0,1
CAF4,51.5264701843262,-124.163497924805,Tsuniah Lake Lodge,Tsuniah Lake,British Columbia,0,1
CAG3,51.6259803771973,-124.144302368164,Chilko Lake (Tsylos Park Lodge) Airport,Chilko Lake,British Columbia,1,0
CAG4,51.5652885437012,-123.824890136719,Twin Lakes,Twin Lakes,British Columbia,0,1
CBL9,51.5106430053711,-123.806076049805,Elkin Creek Guest Ranch Airport,Hanceville,,0,1
CBA7,51.1794586181641,-125.039031982422,Scar Creek,Scar Creek,British Columbia,0,1
CAK4,50.2158584594727,-126.620620727539,Woss,Woss,British Columbia,1,0
CAT5,50.5741195678711,-127.028495788574,Port Mcneill,Port Mcneill,British Columbia,2,0
CYAL,50.582332611084,-126.915794372559,Alert Bay,Alert Bay,British Columbia,1,0
CCI9,50.0236701965332,-124.984298706055,Hansen Airfield,Cortes Island,British Columbia,0,1
CYBL,49.9520263671875,-125.273071289063,Campbell River,Campbell River,British Columbia,1,0
CYCM,50.4093475341797,-125.131401062012,Stuart Island Airstrip,Campbell River,,1,0
CAH3,49.6795616149902,-124.980827331543,Courtenay,Courtenay,British Columbia,1,0
CBS8,49.3210411071777,-124.929565429688,Alberni Valley Regional,Port Alberni,British Columbia,1,0
